Gene stable ID,Mouse gene name,Mouse homology type,Gene name,Gene stable ID version
ENSG00000128581,Ift22,ortholog_one2one,IFT22,ENSG00000128581.17
ENSG00000206150,Rnase13,ortholog_one2one,RNASE13,ENSG00000206150.4
ENSG00000119973,Prlhr,ortholog_one2one,PRLHR,ENSG00000119973.6
ENSG00000136141,Lrch1,ortholog_one2one,LRCH1,ENSG00000136141.15
ENSG00000173926,Marchf3,ortholog_one2one,MARCHF3,ENSG00000173926.6
ENSG00000138152,Btbd16,ortholog_one2one,BTBD16,ENSG00000138152.10
ENSG00000100429,Hdac10,ortholog_one2one,HDAC10,ENSG00000100429.18
ENSG00000115423,Dnah6,ortholog_one2one,DNAH6,ENSG00000115423.19
ENSG00000165801,Arhgef40,ortholog_one2one,ARHGEF40,ENSG00000165801.10
ENSG00000186973,Fam183b,ortholog_one2one,FAM183A,ENSG00000186973.11
ENSG00000146005,Psd2,ortholog_one2one,PSD2,ENSG00000146005.4
ENSG00000138801,Papss1,ortholog_one2one,PAPSS1,ENSG00000138801.9
ENSG00000065154,Oat,ortholog_one2one,OAT,ENSG00000065154.12
ENSG00000146463,Zmym4,ortholog_one2one,ZMYM4,ENSG00000146463.12
ENSG00000155313,Usp25,ortholog_one2one,USP25,ENSG00000155313.16
ENSG00000186529,Cyp4f18,ortholog_one2one,CYP4F3,ENSG00000186529.16
ENSG00000239789,Mrps17,ortholog_one2one,MRPS17,ENSG00000239789.6
ENSG00000047621,D6Wsu163e,ortholog_one2one,C12orf4,ENSG00000047621.12
ENSG00000176788,Basp1,ortholog_one2one,BASP1,ENSG00000176788.9
ENSG00000184374,Colec10,ortholog_one2one,COLEC10,ENSG00000184374.3
ENSG00000157111,Tmem171,ortholog_one2one,TMEM171,ENSG00000157111.13
ENSG00000170430,Mgmt,ortholog_one2one,MGMT,ENSG00000170430.10
ENSG00000156787,Tbc1d31,ortholog_one2one,TBC1D31,ENSG00000156787.17
ENSG00000152749,Gpr180,ortholog_one2one,GPR180,ENSG00000152749.8
ENSG00000164219,Pggt1b,ortholog_one2one,PGGT1B,ENSG00000164219.10
ENSG00000169919,Gusb,ortholog_one2one,GUSB,ENSG00000169919.17
ENSG00000156398,Sfxn2,ortholog_one2one,SFXN2,ENSG00000156398.13
ENSG00000154144,Tbrg1,ortholog_one2one,TBRG1,ENSG00000154144.13
ENSG00000102543,Cdadc1,ortholog_one2one,CDADC1,ENSG00000102543.14
ENSG00000113658,Smad5,ortholog_one2one,SMAD5,ENSG00000113658.18
ENSG00000068697,Laptm4a,ortholog_one2one,LAPTM4A,ENSG00000068697.7
ENSG00000125257,Abcc4,ortholog_one2one,ABCC4,ENSG00000125257.16
ENSG00000143995,Meis1,ortholog_one2one,MEIS1,ENSG00000143995.20
ENSG00000148824,Mtg1,ortholog_one2one,MTG1,ENSG00000148824.19
ENSG00000138663,Cops4,ortholog_one2one,COPS4,ENSG00000138663.9
ENSG00000165804,Zfp219,ortholog_one2one,ZNF219,ENSG00000165804.16
ENSG00000127980,Pex1,ortholog_one2one,PEX1,ENSG00000127980.16
ENSG00000197372,Gm10037,ortholog_one2many,ZNF675,ENSG00000197372.10
ENSG00000141404,Gnal,ortholog_one2one,GNAL,ENSG00000141404.17
ENSG00000164197,Rnf180,ortholog_one2one,RNF180,ENSG00000164197.12
ENSG00000183520,Utp11,ortholog_one2one,UTP11,ENSG00000183520.12
ENSG00000225899,Frg2f1,ortholog_one2many,FRG2B,ENSG00000225899.8
ENSG00000196664,Tlr7,ortholog_one2one,TLR7,ENSG00000196664.5
ENSG00000130311,Dda1,ortholog_one2one,DDA1,ENSG00000130311.11
ENSG00000130037,Kcna5,ortholog_one2one,KCNA5,ENSG00000130037.5
ENSG00000145649,Gzma,ortholog_one2one,GZMA,ENSG00000145649.8
ENSG00000095574,Ikzf5,ortholog_one2one,IKZF5,ENSG00000095574.12
ENSG00000183640,Krtap8-1,ortholog_one2one,KRTAP8-1,ENSG00000183640.6
ENSG00000169327,Or5au1,ortholog_one2one,OR5AU1,ENSG00000169327.5
ENSG00000274749,Krtap7-1,ortholog_one2one,KRTAP7-1,ENSG00000274749.1
ENSG00000155329,Zcchc10,ortholog_one2one,ZCCHC10,ENSG00000155329.12
ENSG00000182591,Krtap11-1,ortholog_one2one,KRTAP11-1,ENSG00000182591.6
ENSG00000142686,5730409E04Rik,ortholog_one2one,C1orf216,ENSG00000142686.8
ENSG00000137642,Sorl1,ortholog_one2one,SORL1,ENSG00000137642.13
ENSG00000092201,Supt16,ortholog_one2one,SUPT16H,ENSG00000092201.10
ENSG00000166272,Wbp1l,ortholog_one2one,WBP1L,ENSG00000166272.18
ENSG00000142168,Sod1,ortholog_one2one,SOD1,ENSG00000142168.15
ENSG00000213996,Tm6sf2,ortholog_one2one,TM6SF2,ENSG00000213996.13
ENSG00000155011,Dkk2,ortholog_one2one,DKK2,ENSG00000155011.9
ENSG00000117000,Rlf,ortholog_one2one,RLF,ENSG00000117000.9
ENSG00000197614,Mfap5,ortholog_one2one,MFAP5,ENSG00000197614.11
ENSG00000187754,Gm5751,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000187754,Ssxa1,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000187754,Ssxb10,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000187754,Ssxb8,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000187754,Ssxb5,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000187754,Gm6592,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000187754,Ssxb1,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000187754,Ssx9,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000187754,Ssxb2,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000187754,Gm14459,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000187754,Ssxb9,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000187754,Gm21876,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000187754,Ssxb3,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000187754,Ssxb6,ortholog_many2many,SSX7,ENSG00000187754.9
ENSG00000107949,Bccip,ortholog_one2one,BCCIP,ENSG00000107949.17
ENSG00000239642,Meikin,ortholog_one2one,MEIKIN,ENSG00000239642.6
ENSG00000145692,Bhmt1b,ortholog_one2many,BHMT,ENSG00000145692.15
ENSG00000145692,Bhmt,ortholog_one2many,BHMT,ENSG00000145692.15
ENSG00000172086,Krcc1,ortholog_one2one,KRCC1,ENSG00000172086.9
ENSG00000064607,Sugp2,ortholog_one2one,SUGP2,ENSG00000064607.17
ENSG00000142197,Dop1b,ortholog_one2one,DOP1B,ENSG00000142197.13
ENSG00000212611,Gm23389,ortholog_one2one,SNORD30,ENSG00000212611.1
ENSG00000092853,Clspn,ortholog_one2one,CLSPN,ENSG00000092853.14
ENSG00000184731,Fam110c,ortholog_one2one,FAM110C,ENSG00000184731.6
ENSG00000283527,Gm24399,ortholog_one2many,U6,ENSG00000283527.1
ENSG00000236699,Arhgef38,ortholog_one2one,ARHGEF38,ENSG00000236699.9
ENSG00000115507,Otx1,ortholog_one2one,OTX1,ENSG00000115507.10
ENSG00000146006,Lrrtm2,ortholog_one2one,LRRTM2,ENSG00000146006.8
ENSG00000145780,Fem1c,ortholog_one2one,FEM1C,ENSG00000145780.8
ENSG00000068383,Inpp5a,ortholog_one2one,INPP5A,ENSG00000068383.19
ENSG00000214274,Ang,ortholog_one2many,ANG,ENSG00000214274.10
ENSG00000214274,Ang4,ortholog_one2many,ANG,ENSG00000214274.10
ENSG00000214274,Ang6,ortholog_one2many,ANG,ENSG00000214274.10
ENSG00000214274,Ang2,ortholog_one2many,ANG,ENSG00000214274.10
ENSG00000214274,Ang5,ortholog_one2many,ANG,ENSG00000214274.10
ENSG00000147853,Ak3,ortholog_one2one,AK3,ENSG00000147853.17
ENSG00000169946,Zfpm2,ortholog_one2one,ZFPM2,ENSG00000169946.14
ENSG00000174808,Btc,ortholog_one2one,BTC,ENSG00000174808.12
ENSG00000082068,Wdr70,ortholog_one2one,WDR70,ENSG00000082068.9
ENSG00000173960,Ubxn2a,ortholog_one2one,UBXN2A,ENSG00000173960.14
ENSG00000166166,Trmt61a,ortholog_one2one,TRMT61A,ENSG00000166166.13
ENSG00000134758,Rnf138,ortholog_one2one,RNF138,ENSG00000134758.14
ENSG00000164039,Bdh2,ortholog_one2one,BDH2,ENSG00000164039.15
ENSG00000126215,Xrcc3,ortholog_one2one,XRCC3,ENSG00000126215.14
ENSG00000277150,F8a,ortholog_one2many,F8A3,ENSG00000277150.2
ENSG00000175718,Rbmxl2,ortholog_one2many,RBMXL3,ENSG00000175718.10
ENSG00000268447,Gm5751,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000268447,Ssxa1,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000268447,Ssxb10,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000268447,Ssxb8,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000268447,Ssxb5,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000268447,Gm6592,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000268447,Ssxb1,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000268447,Ssx9,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000268447,Ssxb2,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000268447,Gm14459,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000268447,Ssxb9,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000268447,Gm21876,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000268447,Ssxb3,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000268447,Ssxb6,ortholog_many2many,SSX2B,ENSG00000268447.6
ENSG00000135973,Gpr45,ortholog_one2one,GPR45,ENSG00000135973.3
ENSG00000141434,Mep1b,ortholog_one2one,MEP1B,ENSG00000141434.12
ENSG00000171094,Alk,ortholog_one2one,ALK,ENSG00000171094.18
ENSG00000120158,Rcl1,ortholog_one2one,RCL1,ENSG00000120158.12
ENSG00000172239,Paip1,ortholog_one2one,PAIP1,ENSG00000172239.14
ENSG00000222395,Gm26168,ortholog_one2one,Y_RNA,ENSG00000222395.2
ENSG00000167210,Loxhd1,ortholog_one2one,LOXHD1,ENSG00000167210.17
ENSG00000169439,Sdc2,ortholog_one2one,SDC2,ENSG00000169439.12
ENSG00000188992,Lipi,ortholog_one2one,LIPI,ENSG00000188992.12
ENSG00000213999,Mef2b,ortholog_one2one,MEF2B,ENSG00000213999.17
ENSG00000147036,Lancl3,ortholog_one2one,LANCL3,ENSG00000147036.12
ENSG00000221837,Gm7137,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm9736,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm9639,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm3250,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm36176,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm49918,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm10318,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm3285,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm9508,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Krtap10-10,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm19402,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm19668,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm3238,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm7138,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm3233,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm18596,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Krtap10-4,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm9507,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm10024,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm10100,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Krtap12-1,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm10272,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm10142,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm40460,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Krtap5-2,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm4559,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000221837,Gm45618,ortholog_many2many,KRTAP10-9,ENSG00000221837.7
ENSG00000160310,Prmt2,ortholog_one2one,PRMT2,ENSG00000160310.19
ENSG00000275520,Gm9112,ortholog_many2many,FAM236A,ENSG00000275520.2
ENSG00000275520,1700011M02Rik,ortholog_many2many,FAM236A,ENSG00000275520.2
ENSG00000174607,Ugt8a,ortholog_one2one,UGT8,ENSG00000174607.11
ENSG00000112699,Gmds,ortholog_one2one,GMDS,ENSG00000112699.11
ENSG00000182022,Chst15,ortholog_one2one,CHST15,ENSG00000182022.18
ENSG00000179222,Maged1,ortholog_one2one,MAGED1,ENSG00000179222.18
ENSG00000248144,Adh1,ortholog_one2many,ADH1C,ENSG00000248144.6
ENSG00000166523,Clec4e,ortholog_one2one,CLEC4E,ENSG00000166523.8
ENSG00000106993,Cdc37l1,ortholog_one2one,CDC37L1,ENSG00000106993.12
ENSG00000188130,Mapk12,ortholog_one2one,MAPK12,ENSG00000188130.14
ENSG00000205038,Pkhd1l1,ortholog_one2one,PKHD1L1,ENSG00000205038.12
ENSG00000083520,Dis3,ortholog_one2one,DIS3,ENSG00000083520.15
ENSG00000166532,Rimklb,ortholog_one2one,RIMKLB,ENSG00000166532.16
ENSG00000112685,Exoc2,ortholog_one2one,EXOC2,ENSG00000112685.14
ENSG00000196705,Gm10037,ortholog_one2many,ZNF431,ENSG00000196705.8
ENSG00000004766,Vps50,ortholog_one2one,VPS50,ENSG00000004766.17
ENSG00000138780,Gstcd,ortholog_one2one,GSTCD,ENSG00000138780.15
ENSG00000183354,9930021J03Rik,ortholog_one2one,KIAA2026,ENSG00000183354.12
ENSG00000138162,Tacc2,ortholog_one2one,TACC2,ENSG00000138162.19
ENSG00000119699,Tgfb3,ortholog_one2one,TGFB3,ENSG00000119699.8
ENSG00000139083,Etv6,ortholog_one2one,ETV6,ENSG00000139083.11
ENSG00000106688,Slc1a1,ortholog_one2one,SLC1A1,ENSG00000106688.12
ENSG00000150048,Clec1a,ortholog_one2one,CLEC1A,ENSG00000150048.10
ENSG00000163235,Tgfa,ortholog_one2one,TGFA,ENSG00000163235.16
ENSG00000185215,Tnfaip2,ortholog_one2one,TNFAIP2,ENSG00000185215.11
ENSG00000197360,Gm10037,ortholog_one2many,ZNF98,ENSG00000197360.9
ENSG00000064652,Snx24,ortholog_one2one,SNX24,ENSG00000064652.11
ENSG00000197992,Clec9a,ortholog_one2one,CLEC9A,ENSG00000197992.7
ENSG00000124875,Cxcl5,ortholog_one2one,CXCL6,ENSG00000124875.10
ENSG00000145945,Fam50b,ortholog_one2one,FAM50B,ENSG00000145945.7
ENSG00000134940,Acrv1,ortholog_one2one,ACRV1,ENSG00000134940.14
ENSG00000205808,Plpp6,ortholog_one2one,PLPP6,ENSG00000205808.7
ENSG00000174599,Tram1l1,ortholog_one2one,TRAM1L1,ENSG00000174599.5
ENSG00000176225,Rttn,ortholog_one2one,RTTN,ENSG00000176225.15
ENSG00000044459,Cntln,ortholog_one2one,CNTLN,ENSG00000044459.15
ENSG00000070018,Lrp6,ortholog_one2one,LRP6,ENSG00000070018.9
ENSG00000081051,Afp,ortholog_one2one,AFP,ENSG00000081051.8
ENSG00000124802,Eef1e1,ortholog_one2one,EEF1E1,ENSG00000124802.12
ENSG00000083307,Grhl2,ortholog_one2one,GRHL2,ENSG00000083307.12
ENSG00000272533,Snora28,ortholog_one2one,SNORA28,ENSG00000272533.1
ENSG00000165959,Clmn,ortholog_one2one,CLMN,ENSG00000165959.12
ENSG00000168658,Vwa3b,ortholog_one2one,VWA3B,ENSG00000168658.19
ENSG00000183850,Gm10037,ortholog_one2many,ZNF730,ENSG00000183850.14
ENSG00000134697,Gnl2,ortholog_one2one,GNL2,ENSG00000134697.13
ENSG00000187664,Hapln4,ortholog_one2one,HAPLN4,ENSG00000187664.9
ENSG00000145721,Lix1,ortholog_one2one,LIX1,ENSG00000145721.12
ENSG00000188428,Bloc1s5,ortholog_one2one,BLOC1S5,ENSG00000188428.20
ENSG00000110013,Siae,ortholog_one2one,SIAE,ENSG00000110013.13
ENSG00000185386,Mapk11,ortholog_one2one,MAPK11,ENSG00000185386.15
ENSG00000188133,Tmem215,ortholog_one2one,TMEM215,ENSG00000188133.6
ENSG00000173930,Slco4c1,ortholog_one2one,SLCO4C1,ENSG00000173930.9
ENSG00000187513,Gja4,ortholog_one2one,GJA4,ENSG00000187513.9
ENSG00000137040,Ranbp6,ortholog_one2one,RANBP6,ENSG00000137040.10
ENSG00000147885,Ifna13,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000147885,Ifna7,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000147885,Ifnab,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000147885,Ifna14,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000147885,Ifna16,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000147885,Ifna1,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000147885,Ifna9,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000147885,Ifna4,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000147885,Ifna5,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000147885,Ifna15,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000147885,Ifna12,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000147885,Ifna11,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000147885,Ifna2,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000147885,Ifna6,ortholog_many2many,IFNA16,ENSG00000147885.4
ENSG00000176399,Dmrta1,ortholog_one2one,DMRTA1,ENSG00000176399.4
ENSG00000158106,Rhpn1,ortholog_one2one,RHPN1,ENSG00000158106.14
ENSG00000147874,Haus6,ortholog_one2one,HAUS6,ENSG00000147874.11
ENSG00000116151,Morn1,ortholog_one2one,MORN1,ENSG00000116151.14
ENSG00000121297,Tshz3,ortholog_one2one,TSHZ3,ENSG00000121297.8
ENSG00000113532,St8sia4,ortholog_one2one,ST8SIA4,ENSG00000113532.13
ENSG00000133103,Cog6,ortholog_one2one,COG6,ENSG00000133103.17
ENSG00000138777,Ppa2,ortholog_one2one,PPA2,ENSG00000138777.20
ENSG00000130304,Slc27a1,ortholog_one2one,SLC27A1,ENSG00000130304.17
ENSG00000258986,Tmem179,ortholog_one2one,TMEM179,ENSG00000258986.7
ENSG00000134970,Tmed7,ortholog_one2one,TMED7,ENSG00000134970.14
ENSG00000186367,Minar2,ortholog_one2one,MINAR2,ENSG00000186367.7
ENSG00000184990,Siva1,ortholog_one2one,SIVA1,ENSG00000184990.13
ENSG00000109943,Crtam,ortholog_one2one,CRTAM,ENSG00000109943.9
ENSG00000130021,Pudp,ortholog_one2one,PUDP,ENSG00000130021.15
ENSG00000006555,Ttc22,ortholog_one2one,TTC22,ENSG00000006555.11
ENSG00000147592,Lactb2,ortholog_one2one,LACTB2,ENSG00000147592.9
ENSG00000130054,Nalf2,ortholog_one2one,NALF2,ENSG00000130054.5
ENSG00000157554,Erg,ortholog_one2one,ERG,ENSG00000157554.20
ENSG00000198576,Arc,ortholog_one2one,ARC,ENSG00000198576.4
ENSG00000109971,Hspa8,ortholog_one2one,HSPA8,ENSG00000109971.14
ENSG00000122692,Smu1,ortholog_one2one,SMU1,ENSG00000122692.9
ENSG00000066056,Tie1,ortholog_one2one,TIE1,ENSG00000066056.14
ENSG00000184344,Gdf3,ortholog_one2one,GDF3,ENSG00000184344.4
ENSG00000126249,Pdcd2l,ortholog_one2one,PDCD2L,ENSG00000126249.8
ENSG00000188153,Col4a5,ortholog_one2one,COL4A5,ENSG00000188153.14
ENSG00000179627,Zbtb42,ortholog_one2one,ZBTB42,ENSG00000179627.10
ENSG00000067167,Tram1,ortholog_one2one,TRAM1,ENSG00000067167.8
ENSG00000139112,Gabarapl1,ortholog_one2one,GABARAPL1,ENSG00000139112.11
ENSG00000100722,Zc3h14,ortholog_one2one,ZC3H14,ENSG00000100722.20
ENSG00000242259,2510002D24Rik,ortholog_one2one,C22orf39,ENSG00000242259.9
ENSG00000102802,Medag,ortholog_one2one,MEDAG,ENSG00000102802.10
ENSG00000167077,Mei1,ortholog_one2one,MEI1,ENSG00000167077.13
ENSG00000124302,Chst8,ortholog_one2one,CHST8,ENSG00000124302.13
ENSG00000115875,Srsf7,ortholog_one2one,SRSF7,ENSG00000115875.19
ENSG00000205269,Tmem170b,ortholog_one2one,TMEM170B,ENSG00000205269.6
ENSG00000167656,Ly6d,ortholog_one2one,LY6D,ENSG00000167656.5
ENSG00000134871,Col4a2,ortholog_one2one,COL4A2,ENSG00000134871.19
ENSG00000164985,Psip1,ortholog_one2one,PSIP1,ENSG00000164985.15
ENSG00000185052,Slc24a3,ortholog_one2one,SLC24A3,ENSG00000185052.13
ENSG00000140396,Ncoa2,ortholog_one2one,NCOA2,ENSG00000140396.13
ENSG00000268696,Gm10037,ortholog_one2many,ZNF723,ENSG00000268696.3
ENSG00000214114,Mycbp,ortholog_one2one,MYCBP,ENSG00000214114.9
ENSG00000204103,Mafb,ortholog_one2one,MAFB,ENSG00000204103.4
ENSG00000132793,Lpin3,ortholog_one2one,LPIN3,ENSG00000132793.12
ENSG00000116544,Dlgap3,ortholog_one2one,DLGAP3,ENSG00000116544.12
ENSG00000165097,Kdm1b,ortholog_one2one,KDM1B,ENSG00000165097.16
ENSG00000161249,Dmkn,ortholog_one2one,DMKN,ENSG00000161249.21
ENSG00000198911,Srebf2,ortholog_one2one,SREBF2,ENSG00000198911.12
ENSG00000117016,Rims3,ortholog_one2one,RIMS3,ENSG00000117016.10
ENSG00000215454,Gm11937,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Krtap2-4,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm11562,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm11938,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm7137,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm9736,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm9639,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm3250,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm36176,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm49918,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm10318,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm3285,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm9508,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Krtap10-10,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm19402,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm19668,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm3238,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm7138,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm3233,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm18596,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Krtap10-4,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm9507,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm10024,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm10100,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Krtap12-1,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm10272,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm10142,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Krtap1-4,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Krtap1-3,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Krtap9-3,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm40460,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Krtap5-2,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm4559,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Gm45618,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000215454,Krtap9-5,ortholog_many2many,KRTAP10-4,ENSG00000215454.7
ENSG00000142185,Trpm2,ortholog_one2one,TRPM2,ENSG00000142185.18
ENSG00000205302,Snx2,ortholog_one2one,SNX2,ENSG00000205302.7
ENSG00000042832,Tg,ortholog_one2one,TG,ENSG00000042832.12
ENSG00000121310,Echdc2,ortholog_one2one,ECHDC2,ENSG00000121310.17
ENSG00000124177,Chd6,ortholog_one2one,CHD6,ENSG00000124177.16
ENSG00000146109,Abt1,ortholog_one2one,ABT1,ENSG00000146109.5
ENSG00000033178,Uba6,ortholog_one2one,UBA6,ENSG00000033178.13
ENSG00000006715,Vps41,ortholog_one2one,VPS41,ENSG00000006715.16
ENSG00000153162,Bmp6,ortholog_one2one,BMP6,ENSG00000153162.9
ENSG00000163121,Neurl3,ortholog_one2one,NEURL3,ENSG00000163121.10
ENSG00000173557,Fam166c,ortholog_one2one,FAM166C,ENSG00000173557.15
ENSG00000239264,Txndc5,ortholog_one2one,TXNDC5,ENSG00000239264.9
ENSG00000197641,Serpinb13,ortholog_one2one,SERPINB13,ENSG00000197641.12
ENSG00000184564,Slitrk6,ortholog_one2one,SLITRK6,ENSG00000184564.11
ENSG00000135638,Emx1,ortholog_one2one,EMX1,ENSG00000135638.14
ENSG00000184226,Pcdh9,ortholog_one2one,PCDH9,ENSG00000184226.15
ENSG00000137074,Aptx,ortholog_one2one,APTX,ENSG00000137074.20
ENSG00000134539,Klrd1,ortholog_one2one,KLRD1,ENSG00000134539.17
ENSG00000206073,Serpinb3c,ortholog_many2many,SERPINB4,ENSG00000206073.11
ENSG00000206073,Serpinb3b,ortholog_many2many,SERPINB4,ENSG00000206073.11
ENSG00000206073,Serpinb3d,ortholog_many2many,SERPINB4,ENSG00000206073.11
ENSG00000206073,Serpinb3a,ortholog_many2many,SERPINB4,ENSG00000206073.11
ENSG00000124107,Slpi,ortholog_one2one,SLPI,ENSG00000124107.5
